County;TotPrecincts;PrecinctsReporting;Bush;Kerry;Nader;
Stockbridge;1;1;141;218;6;
Stowe;1;1;939;1792;44;
Strafford;1;1;159;526;10;
Stratton;1;1;63;67;2;
Sudbury;1;1;123;184;8;
Sunderland;1;1;210;271;9;
Sutton;1;1;230;189;10;
Swanton;1;1;1183;1302;16;
Thetford;1;1;441;1125;17;
Tinmouth;1;1;139;158;4;
Topsham;1;1;311;228;9;
Townshend;1;1;243;404;8;
Troy;1;1;298;344;2;
Tunbridge;1;1;297;379;11;
Underhill;1;1;646;1243;29;
Vergennes;1;1;511;664;18;
Vernon;1;1;601;510;11;
Vershire;1;1;138;211;5;
Victory;1;1;34;24;0;
Waitsfield;1;1;338;769;18;
Walden;1;1;201;296;6;
Wallingford;1;1;558;637;14;
Waltham;1;1;95;119;8;
Wardsboro;1;1;169;230;5;
Warren;1;1;285;774;22;
Washington;1;1;257;256;8;
Waterbury;1;1;972;1830;58;
Waterford;1;1;389;291;13;
Waterville;1;1;130;203;2;
Weathersfield;1;1;691;829;28;
Wells;1;1;295;229;11;
West Fairlee;1;1;152;164;5;
West Haven;1;1;65;58;4;
West Rutland;1;1;582;530;13;
West Windsor;1;1;243;391;6;
Westfield;1;1;127;155;5;
Westford;1;1;375;690;16;
Westminster;1;1;435;1203;23;
Westmore;1;1;94;119;2;
Weston;1;1;128;250;7;
Weybridge;1;1;167;362;6;
Wheelock;1;1;148;151;5;
Whiting;1;1;79;126;2;
Whitingham;1;1;289;332;6;
Williamstown;1;1;865;689;24;
Williston;1;1;1931;2938;60;
Wilmington;1;1;479;696;23;
Windham;1;1;89;134;3;
Windsor;1;1;617;1091;11;
Winhall;1;1;212;273;7;
Winooski;1;1;781;1685;42;
Wolcott;1;1;241;473;11;
Woodbury;1;1;204;277;7;
Woodford;1;1;81;123;4;
Woodstock;1;1;708;1260;20;
Worcester;1;1;158;359;17;
